DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,22710
KNG02-016-SERICULTURE OFFICER DEHRA,Total, , , ,2,22710
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,10
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,1,10
 , , ,21/08/2017,Total,1,10
 , , , ,"[J0070000010] HIMGRN:B17H109906, PUBLIC INFORMATION OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -Received fee under RTI information vide IPO No. 38F764767 fro",1,10
 ,0853-NON-FERROUS MINING & METALLURGICAL INDUSTRIES,Total, , ,1,22700
 , ,"0853-00-102-01-RECEIPTS FROM MINERAL CONCESSION,FEE ETC",Total, ,1,22700
 , , ,08/08/2017,Total,1,22700
 , , , ,"[J0853000001] HIMGRN:B17G149992, SI/SHO RAJESH RECEIPTS FROM MINERAL CONCESSION,FEE ETC -",1,22700
