DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,1461
MDI00-049-DY.DIR.(INSP) CZ MANDI,Total, , , ,2,1461
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,2,1461
 , ,0070-60-800-05-MISCELLANEOUS RECEIPTS,Total, ,2,1461
 , , ,02/08/2017,Total,1,1181
 , , , ,"[J0070000004] HIMGRN:B17G141601, NARENDER KUMAR RANA SUPDT RETD MISCELLANEOUS RECEIPTS -RECOVERY OF EXCESS PAYMENT",1,1181
 , , ,23/04/2018,Total,1,280
 , , , ,"[F0070000098] HIMGRN:B18D157884, DY DIRECTOR TREASURIES CZ MANDI MISCELLANEOUS RECEIPTS -On account of sale of obsoleted news papers",1,280
