DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,12500000
MDI01-608-EE HPPWD DIV ROHRU,Total, , , ,2,12500000
 ,8782-CASH REMITTANCES & ADJUSTMENTS,Total, , ,2,12500000
 , ,8782-00-102-00- ,Total, ,2,12500000
 , , ,30/01/2018,Total,1,5000000
 , , , ,"[C8782000011] HIMGRN:B18A113404, DIRECTORATE OF TECHNICAL EDUCATION PUBLIC WORKS REMITTANCES -direct central assistance for construction of women hostel in existing pol",1,5000000
 , , ,31/07/2018,Total,1,7500000
 , , , ,"[I8782000018] HIMGRN:B18G128215, DIRECTOR OF TECHNICAL EDUCATION PUBLIC WORKS REMITTANCES -sanction for construction of building industrial training institute chirga",1,7500000
