DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,7,228050
MDI03-215-PRINCIPAL ITI BAGSIAD,Total, , , ,7,228050
 ,0230-LABOUR & EMPLOYMENT,Total, , ,7,228050
 , ,0230-00-800-06-€RECOVERY OF OVER PAYMENT TECHNICAL EDUCATION,Total, ,1,5650
 , , ,08/05/2017,Total,1,5650
 , , , ,"[G0230000001] HIMGRN:B17E105345, PRINCIPAL ITI BAGSAID RECOVERY OF OVER PAYMENT TECHNICAL EDUCATION -",1,5650
 , ,0230-00-800-08-OTHER MISC.RECEIPTS- TECHNICAL EDUCATION,Total, ,6,222400
 , , ,31/07/2017,Total,1,25000
 , , , ,"[I0230000001] HIMGRN:B17G144474, PRINCIPAL ITI BAGSAID OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -",1,25000
 , , ,22/09/2017,Total,3,117800
 , , , ,"[K0230000001] HIMGRN:B17I104005, PRINCIPALITI BAGSAID OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -",1,98200
 , , , ,"[K0230000002] HIMGRN:B17I104071, PRINCIPAL OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -",1,16600
 , , , ,"[K0230000003] HIMGRN:B17I121840, PRINCIPAL OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -",1,3000
 , , ,28/02/2018,Total,1,75600
 , , , ,"[D0230000001] HIMGRN:B18B130399, PRINCIPAL ITI BAGSAID OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -Tuition Fee",1,75600
 , , ,31/08/2018,Total,1,4000
 , , , ,"[J0230000001] HIMGRN:B18H128701, PRINCIPAL GOVT ITI BAGSAID OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -Migration fee",1,4000
