DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,16,366308
"MDI13-604-E.E. PWD DIVISION, SARKAGHAT",Total, , , ,16,366308
 ,8782-CASH REMITTANCES & ADJUSTMENTS,Total, , ,16,366308
 , ,8782-00-102-00- ,Total, ,16,366308
 , , ,29/04/2017,Total,1,11880
 , , , ,"[F8782000001] HIMGRN:B17D167965, A E BALDWARA PUBLIC WORKS REMITTANCES -PWD Miscelleneous recipts.",1,11880
 , , ,31/05/2017,Total,1,8198
 , , , ,"[G8782000001] HIMGRN:B17E143330, AE BALDWARA PUBLIC WORKS REMITTANCES -Miscelleous Receipts",1,8198
 , , ,30/06/2017,Total,1,2340
 , , , ,"[H8782000001] HIMGRN:B17F130082, AE SUB DIVISION BALDWARA PUBLIC WORKS REMITTANCES -",1,2340
 , , ,31/07/2017,Total,1,13200
 , , , ,"[I8782000001] HIMGRN:B17G140671, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,13200
 , , ,31/08/2017,Total,1,5270
 , , , ,"[J8782000001] HIMGRN:B17H134965, AE BALDWRA PUBLIC WORKS REMITTANCES -",1,5270
 , , ,29/09/2017,Total,1,44550
 , , , ,"[K8782000001] HIMGRN:B17I134135, A E BALDWWARA PUBLIC WORKS REMITTANCES -",1,44550
 , , ,31/10/2017,Total,2,76540
 , , , ,"[L8782000001] HIMGRN:B17J114778, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,38740
 , , , ,"[L8782000002] HIMGRN:B17J137689, AE BALDWARA PUBLIC WORKS REMITTANCES -",1,37800
 , , ,30/11/2017,Total,2,2880
 , , , ,"[M8782000001] HIMGRN:B17K122880, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,880
 , , , ,"[M8782000002] HIMGRN:B17K124506, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,2000
 , , ,30/12/2017,Total,1,2550
 , , , ,"[N8782000001] HIMGRN:B17L130921, AE BALDWARA PUBLIC WORKS REMITTANCES -",1,2550
 , , ,30/01/2018,Total,1,20670
 , , , ,"[C8782000001] HIMGRN:B18A135628, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,20670
 , , ,28/02/2018,Total,2,43350
 , , , ,"[D8782000001] HIMGRN:B18B116423, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,37100
 , , , ,"[D8782000002] HIMGRN:B18B133491, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,6250
 , , ,27/03/2018,Total,1,18640
 , , , ,"[E8782000001] HIMGRN:B18C131977, AE BALDWARA PUBLIC WORKS REMITTANCES -",1,18640
 , , ,31/03/2018,Total,1,12250
 , , , ,"[E8782000002] HIMGRN:B18C154493, AE BALDWARA PUBLIC WORKS REMITTANCES -",1,12250
 , , ,27/04/2018,Total,1,27440
 , , , ,"[F8782000001] HIMGRN:B18D170396, AE BALDWARA PUBLIC WORKS REMITTANCES -",1,27440
 , , ,31/05/2018,Total,1,16080
 , , , ,"[G8782000001] HIMGRN:B18E147942, A E BALDWARA SUB DIVISION PUBLIC WORKS REMITTANCES -",1,16080
 , , ,30/06/2018,Total,1,20270
 , , , ,"[H8782000001] HIMGRN:B18F135572, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,20270
 , , ,31/07/2018,Total,1,21750
 , , , ,"[I8782000001] HIMGRN:B18G146376, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,21750
 , , ,31/08/2018,Total,1,18450
 , , , ,"[J8782000001] HIMGRN:B18H129180, A E BALDWARA PUBLIC WORKS REMITTANCES -",1,18450
