DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,4,9348
SML05-202-BEEO DODRA-KAWAR,Total, , , ,4,9348
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,4,9348
 , ,0202-01-101-05-RECEIPT ON ACCOUNT OF INSPECTION FEE FROM PRIVATE INSTITUION MAMANGEMENT,Total, ,2,5500
 , , ,29/04/2017,Total,1,5000
 , , , ,[F0202000002] STAR KID PUBLIC SHOOL DODRA GRANT OF RECOGNITION FEE,1,5000
 , , ,31/03/2018,Total,1,500
 , , , ,[E0202000001] STAR KIDS PUBLIC SCHOOL DODRA renewal fee,1,500
 , ,0202-01-600-01-RECOVERIES OF OVER PAYMENT,Total, ,2,3848
 , , ,30/06/2017,Total,2,3848
 , , , ,"[H0202000001] HIMGRN:B17F126599, GOVT PRIMARY SCHOOL DODRA RECOVERIES OF OVER PAYMENT -mdm over payment",1,3786
 , , , ,"[H0202000003] HIMGRN:B17F136417, BEEO DODRA KEWAR RECOVERIES OF OVER PAYMENT -recovery of over payment for the month of may 2017 in respect of smt sur",1,62
