DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,24,160450
MDI08-510-SUPERINTENDENT OF POLICE,Total, , , ,24,160450
 ,0041-TAXES ON VEHICLES,Total, , ,14,154500
 , ,0041-00-101-04-PENALTY,Total, ,14,154500
 , , ,21/04/2017,Total,2,6900
 , , , ,[F0041000001] INCHARGE POST KOTLI CHALLAN FEE,1,500
 , , , ,[F0041000002] INCHARGE POST KOTLI MV CHALLAN FEE,1,6400
 , , ,22/06/2017,Total,1,10800
 , , , ,[H0041000001] POST KOTLI CHALLAN,1,10800
 , , ,09/08/2017,Total,1,11000
 , , , ,[J0041000001] INCHARGE POST KOTLI MV CHALLAN,1,11000
 , , ,22/09/2017,Total,1,3700
 , , , ,[K0041000001] IN-CHARGE POST KOTLI MV ACT CHALLAN,1,3700
 , , ,24/10/2017,Total,1,11400
 , , , ,[L0041000001] INCH POST KOTLI MV ACT CHALLAN,1,11400
 , , ,20/11/2017,Total,2,7500
 , , , ,[M0041000001] INCHARGE POST KOTLI CHALLAN,1,3700
 , , , ,[M0041000002] INCHARGE KOTLI CHALLAN,1,3800
 , , ,09/01/2018,Total,1,15200
 , , , ,[C0041000001] INC KOTLI MV CHALLAN,1,15200
 , , ,07/02/2018,Total,1,11000
 , , , ,[D0041000001] POST KOTLI CHALLAN FEE,1,11000
 , , ,22/03/2018,Total,1,11300
 , , , ,[E0041000001] POST KOTLI CHALLAN,1,11300
 , , ,07/04/2018,Total,1,8500
 , , , ,"[F0041000001] HIMGRN:B18D110288, INCHARGE PENALTY -FEE MV ACT CHALLAN",1,8500
 , , ,24/05/2018,Total,1,16000
 , , , ,[G0041000001] INC POST KOTLI CHALLAN FEE,1,16000
 , , ,21/06/2018,Total,1,11000
 , , , ,"[H0041000001] HIMGRN:B18F104458, INC POST KOTLI PENALTY -mv act challan",1,11000
 , , ,07/07/2018,Total,1,14000
 , , , ,[I0041000001] INCHARGE POLICE CHOWKI KOTLI COMPOUNDING FEE,1,14000
 , , ,31/07/2018,Total,1,16200
 , , , ,[I0041000002] INC POST KOTLI MV CHALLAN,1,16200
 ,0055-POLICE,Total, , ,10,5950
 , ,0055-00-103-01-FEES FINES AND FORETURES.,Total, ,10,5950
 , , ,22/06/2017,Total,1,500
 , , , ,[H0055000001] POST KOTLI MINING ACT CHALLAN,1,500
 , , ,22/09/2017,Total,1,250
 , , , ,[K0055000001] POST INCHARGE KOTLI COM FEE OF MINING,1,250
 , , ,24/10/2017,Total,1,200
 , , , ,[L0055000001] INCHARGE POST KOTLI FEE OF MINING ACT,1,200
 , , ,20/11/2017,Total,1,1250
 , , , ,[M0055000001] INC KOTLI MINING CHALLAN,1,1250
 , , ,09/01/2018,Total,1,500
 , , , ,[C0055000001] INC KOTLI MINING CHALLAN,1,500
 , , ,07/02/2018,Total,1,1250
 , , , ,[D0055000001] POST KOTLI MINING FEE,1,1250
 , , ,07/04/2018,Total,1,250
 , , , ,"[F0055000001] HIMGRN:B18D110237, INCHARGE POST KOTLI FEES FINES AND FORETURES. -MINING CHALLAN",1,250
 , , ,24/05/2018,Total,1,1000
 , , , ,[G0055000001] INC POST KOTLI MINING CHALLAN,1,1000
 , , ,21/06/2018,Total,1,250
 , , , ,[H0055000001] INC POST KOTLI MINING CHALLAN,1,250
 , , ,07/07/2018,Total,1,250
 , , , ,[I0055000001] INCHARGE POLICE POST KOTLI COMPOUNDING FEE,1,250
 , , ,31/07/2018,Total,1,250
 , , , ,[I0055000002] INC POST KOTLI MINING CHALLALAN,1,250
