DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,6,8350
SML01-205-GSSS GAUNTH,Total, , , ,6,8350
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,6,8350
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,6,8350
 , , ,29/04/2017,Total,1,2220
 , , , ,"[F0202000005] HIMGRN:B17D158109, GSSS GAUNTH TUITION AND OTHER FEES -Tuition and other Fees",1,2220
 , , ,31/05/2017,Total,1,195
 , , , ,"[G0202000005] HIMGRN:B17E106109, PRINCIPAL GOVT SEN SEC SCHOOL GUANTH TUITION AND OTHER FEES -tutuion fess and other fees",1,195
 , , ,31/07/2017,Total,1,1520
 , , , ,"[I0202000002] HIMGRN:B17G119775, PRI GSSS GAUNTH TUITION AND OTHER FEES -tuition fee",1,1520
 , , ,31/10/2017,Total,1,1350
 , , , ,"[L0202000001] HIMGRN:B17J124444, PR GSSS GOUNTH TUITION AND OTHER FEES -TUTION FEE",1,1350
 , , ,30/12/2017,Total,1,1175
 , , , ,"[N0202000001] HIMGRN:B17L109309, DDO GAUNTH TUITION AND OTHER FEES -",1,1175
 , , ,27/04/2018,Total,1,1890
 , , , ,"[F0202000004] HIMGRN:B18D152947, DDO GSSS GAUNTH TUITION AND OTHER FEES -",1,1890
