DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,20,70350
SMR02-232-PRINCIPAL GOVT DEGREE COLLEGE BHARALI,Total, , , ,20,70350
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,20,70350
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,12,47050
 , , ,30/06/2017,Total,1,1925
 , , , ,"[H0202000030] HIMGRN:B17F133715, PRINCIPAL GDC BHARALI (ANJBHOJ)SMR TUITION AND OTHER FEES -",1,1925
 , , ,10/07/2017,Total,2,24075
 , , , ,"[I0202000001] HIMGRN:B17F146408, PRINCIPAL GDC BHARALI ANJBHOJ TUITION AND OTHER FEES -",1,13050
 , , , ,"[I0202000002] HIMGRN:B17G103225, PRINCIPAL GDC BHARALI(ANJBHOJ) TUITION AND OTHER FEES -",1,11025
 , , ,20/07/2017,Total,1,1325
 , , , ,"[I0202000010] HIMGRN:B17G120041, PRINCIPAL GDC BHARALI(ANJBHOJ)DISTT SMR TUITION AND OTHER FEES -",1,1325
 , , ,21/08/2017,Total,1,325
 , , , ,"[J0202000014] HIMGRN:B17H115019, PRINCIPAL GDC BHARALI (ANJBHOJ)SMR TUITION AND OTHER FEES -",1,325
 , , ,29/09/2017,Total,2,200
 , , , ,"[K0202000006] HIMGRN:B17I104752, PRINCIPAL GDC BHARALI ANJBHOJ TUITION AND OTHER FEES -",1,100
 , , , ,"[K0202000018] HIMGRN:B17I122805, PRINCIPAL GDC BHARALI ANJBHOJ TUITION AND OTHER FEES -",1,100
 , , ,30/11/2017,Total,2,18300
 , , , ,"[M0202000024] HIMGRN:B17K133100, PRINCIPAL GDC BHARALI TUITION AND OTHER FEES -",1,3600
 , , , ,"[M0202000025] HIMGRN:B17K132455, PRINCIPAL GDC BHARALI TUITION AND OTHER FEES -Tution Fee",1,14700
 , , ,08/12/2017,Total,1,600
 , , , ,"[N0202000001] HIMGRN:B17L100987, PRINCIPAL GDC BHARALI TUITION AND OTHER FEES -",1,600
 , , ,30/12/2017,Total,1,200
 , , , ,"[N0202000013] HIMGRN:B17L126270, PRINCIPAL TUITION AND OTHER FEES -Re-Admission Fee",1,200
 , , ,28/02/2018,Total,1,100
 , , , ,"[D0202000034] HIMGRN:B18B130582, PRINCIPAL GDC BHARALI TUITION AND OTHER FEES -",1,100
 , ,0202-01-103-01-TUTION AND OTHER FEES,Total, ,8,23300
 , , ,20/04/2017,Total,1,25
 , , , ,"[F0202000003] HIMGRN:B17D114986, PRINCIPAL GDC BHARALI ANJBHOJ TUTION AND OTHER FEES -Re-Admission Fee",1,25
 , , ,31/07/2017,Total,1,1700
 , , , ,"[I0202000018] HIMGRN:B17G135120, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -",1,1700
 , , ,30/06/2018,Total,2,8000
 , , , ,"[H0202000027] HIMGRN:B18F135104, PRINCIPAL TUTION AND OTHER FEES -admission fee and tuition fee 22 6 2018",1,4475
 , , , ,"[H0202000028] HIMGRN:B18F135356, PRINCIPAL TUTION AND OTHER FEES -admisssion And Tution Fee",1,3525
 , , ,07/07/2018,Total,3,11925
 , , , ,"[I0202000003] HIMGRN:B18F144456, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -Ad Fee 1000 Tution Fee 3300",1,4300
 , , , ,"[I0202000004] HIMGRN:B18F144536, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -Ad fee 525 tuition fee2100",1,2625
 , , , ,"[I0202000006] HIMGRN:B18G106483, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -Ad Fee 500, Tution Fee 4500",1,5000
 , , ,21/07/2018,Total,1,325
 , , , ,"[I0202000008] HIMGRN:B18G114558, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -Tution fee 300 Ad Fee 25",1,325
 , , ,31/07/2018,Total,1,1325
 , , , ,"[I0202000018] HIMGRN:B18G146370, PRINCIPAL GDC BHARALI TUTION AND OTHER FEES -Tution Fee and Admission fee 1325",1,1325
