DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
KLU03-950-CHIEF ELECTRICAL INSPECTOR,0043-TAXES & DUTIES ON ELECTRICITY,0043-00-102-01-RECEIPT UNDER THE INDIAN ELECTRICITY RULE,25/05/2017,"[G0043000001] HIMGRN:B17E114639, AE (ELECT) SUB DIV NIRMAND RECEIPT UNDER THE INDIAN ELECTRICITY RULE -Energisation of25kv sub station kather kunda kod along wi",1,700
KLU03-950-CHIEF ELECTRICAL INSPECTOR,0043-TAXES & DUTIES ON ELECTRICITY,0043-00-102-01-RECEIPT UNDER THE INDIAN ELECTRICITY RULE,14/09/2017,"[K0043000001] HIMGRN:B17I107106, BHARTI INFRATEL LTD RECEIPT UNDER THE INDIAN ELECTRICITY RULE -Augmentation of Transformer 63KVA to 100 KVA",1,300
KLU03-950-CHIEF ELECTRICAL INSPECTOR,0043-TAXES & DUTIES ON ELECTRICITY,0043-00-102-01-RECEIPT UNDER THE INDIAN ELECTRICITY RULE,25/06/2018,"[H0043000001] HIMGRN:B18F119096, ASSITANT ENGINEER RECEIPT UNDER THE INDIAN ELECTRICITY RULE -ENERGISATION FEE OF 25KVA S/SNT BAIDHAR ESD NIRMAND",1,850
